"Time","Indicator","Age","Place of residence","Sex","Unit","Value"
"2023","Deaths","34","Rural areas","Males","persons","19"
"2023","Deaths","34","Rural areas","Females","persons","6"
"2024","Deaths","34","Rural areas","Males and females","persons","15"
"2024","Deaths","34","Rural areas","Males","persons","10"
"2024","Deaths","34","Rural areas","Females","persons","5"
"2015","Deaths","35","Rural areas","Males and females","persons","37"
"2015","Deaths","35","Rural areas","Males","persons","28"
"2015","Deaths","35","Rural areas","Females","persons","9"
"2016","Deaths","35","Rural areas","Males and females","persons","22"
"2016","Deaths","35","Rural areas","Males","persons","18"
"2016","Deaths","35","Rural areas","Females","persons","4"
"2017","Deaths","35","Rural areas","Males and females","persons","17"
"2017","Deaths","35","Rural areas","Males","persons","14"
"2017","Deaths","35","Rural areas","Females","persons","3"
"2018","Deaths","35","Rural areas","Males and females","persons","21"
"2018","Deaths","35","Rural areas","Males","persons","18"
"2018","Deaths","35","Rural areas","Females","persons","3"
"2019","Deaths","35","Rural areas","Males and females","persons","30"
"2019","Deaths","35","Rural areas","Males","persons","25"
"2019","Deaths","35","Rural areas","Females","persons","5"
"2020","Deaths","35","Rural areas","Males and females","persons","14"
"2020","Deaths","35","Rural areas","Males","persons","10"
"2020","Deaths","35","Rural areas","Females","persons","4"
"2021","Deaths","35","Rural areas","Males and females","persons","28"
"2021","Deaths","35","Rural areas","Males","persons","21"
"2021","Deaths","35","Rural areas","Females","persons","7"
"2022","Deaths","35","Rural areas","Males and females","persons","24"
"2022","Deaths","35","Rural areas","Males","persons","21"
"2022","Deaths","35","Rural areas","Females","persons","3"
"2023","Deaths","35","Rural areas","Males and females","persons","35"
"2023","Deaths","35","Rural areas","Males","persons","24"
"2023","Deaths","35","Rural areas","Females","persons","11"
"2024","Deaths","35","Rural areas","Males and females","persons","20"
"2024","Deaths","35","Rural areas","Males","persons","17"
"2024","Deaths","35","Rural areas","Females","persons","3"
"2015","Deaths","36","Rural areas","Males and females","persons","36"
"2015","Deaths","36","Rural areas","Males","persons","27"
"2015","Deaths","36","Rural areas","Females","persons","9"
"2016","Deaths","36","Rural areas","Males and females","persons","24"
"2016","Deaths","36","Rural areas","Males","persons","21"
"2016","Deaths","36","Rural areas","Females","persons","3"
"2017","Deaths","36","Rural areas","Males and females","persons","31"
"2017","Deaths","36","Rural areas","Males","persons","25"
"2017","Deaths","36","Rural areas","Females","persons","6"
"2018","Deaths","36","Rural areas","Males and females","persons","20"
"2018","Deaths","36","Rural areas","Males","persons","14"
"2018","Deaths","36","Rural areas","Females","persons","6"
"2019","Deaths","36","Rural areas","Males and females","persons","18"
"2019","Deaths","36","Rural areas","Males","persons","11"
"2019","Deaths","36","Rural areas","Females","persons","7"
"2020","Deaths","36","Rural areas","Males and females","persons","17"
"2020","Deaths","36","Rural areas","Males","persons","12"
"2020","Deaths","36","Rural areas","Females","persons","5"
"2021","Deaths","36","Rural areas","Males and females","persons","24"
"2021","Deaths","36","Rural areas","Males","persons","18"
"2021","Deaths","36","Rural areas","Females","persons","6"
"2022","Deaths","36","Rural areas","Males and females","persons","22"
"2022","Deaths","36","Rural areas","Males","persons","16"
"2022","Deaths","36","Rural areas","Females","persons","6"
"2023","Deaths","36","Rural areas","Males and females","persons","20"
"2023","Deaths","36","Rural areas","Males","persons","16"
"2023","Deaths","36","Rural areas","Females","persons","4"
"2024","Deaths","36","Rural areas","Males and females","persons","20"
"2024","Deaths","36","Rural areas","Males","persons","12"
"2024","Deaths","36","Rural areas","Females","persons","8"
"2015","Deaths","37","Rural areas","Males and females","persons","34"
"2015","Deaths","37","Rural areas","Males","persons","26"
"2015","Deaths","37","Rural areas","Females","persons","8"
"2016","Deaths","37","Rural areas","Males and females","persons","22"
"2016","Deaths","37","Rural areas","Males","persons","19"
"2016","Deaths","37","Rural areas","Females","persons","3"
"2017","Deaths","37","Rural areas","Males and females","persons","24"
"2017","Deaths","37","Rural areas","Males","persons","16"
"2017","Deaths","37","Rural areas","Females","persons","8"
"2018","Deaths","37","Rural areas","Males and females","persons","26"
"2018","Deaths","37","Rural areas","Males","persons","22"
"2018","Deaths","37","Rural areas","Females","persons","4"
"2019","Deaths","37","Rural areas","Males and females","persons","21"
"2019","Deaths","37","Rural areas","Males","persons","17"
"2019","Deaths","37","Rural areas","Females","persons","4"
"2020","Deaths","37","Rural areas","Males and females","persons","25"
"2020","Deaths","37","Rural areas","Males","persons","23"
"2020","Deaths","37","Rural areas","Females","persons","2"
"2021","Deaths","37","Rural areas","Males and females","persons","26"
"2021","Deaths","37","Rural areas","Males","persons","14"
"2021","Deaths","37","Rural areas","Females","persons","12"
"2022","Deaths","37","Rural areas","Males and females","persons","27"
"2022","Deaths","37","Rural areas","Males","persons","20"
"2022","Deaths","37","Rural areas","Females","persons","7"
"2023","Deaths","37","Rural areas","Males and females","persons","24"
"2023","Deaths","37","Rural areas","Males","persons","19"
"2023","Deaths","37","Rural areas","Females","persons","5"
"2024","Deaths","37","Rural areas","Males and females","persons","27"
"2024","Deaths","37","Rural areas","Males","persons","22"
"2024","Deaths","37","Rural areas","Females","persons","5"
"2015","Deaths","38","Rural areas","Males and females","persons","39"
"2015","Deaths","38","Rural areas","Males","persons","30"
"2015","Deaths","38","Rural areas","Females","persons","9"
"2016","Deaths","38","Rural areas","Males and females","persons","36"
"2016","Deaths","38","Rural areas","Males","persons","28"
"2016","Deaths","38","Rural areas","Females","persons","8"
"2017","Deaths","38","Rural areas","Males and females","persons","37"
"2017","Deaths","38","Rural areas","Males","persons","30"
"2017","Deaths","38","Rural areas","Females","persons","7"
"2018","Deaths","38","Rural areas","Males and females","persons","31"
"2018","Deaths","38","Rural areas","Males","persons","25"
"2018","Deaths","38","Rural areas","Females","persons","6"
"2019","Deaths","38","Rural areas","Males and females","persons","26"
"2019","Deaths","38","Rural areas","Males","persons","22"
"2019","Deaths","38","Rural areas","Females","persons","4"
"2020","Deaths","38","Rural areas","Males and females","persons","32"
"2020","Deaths","38","Rural areas","Males","persons","22"
"2020","Deaths","38","Rural areas","Females","persons","10"
"2021","Deaths","38","Rural areas","Males and females","persons","36"
"2021","Deaths","38","Rural areas","Males","persons","30"
"2021","Deaths","38","Rural areas","Females","persons","6"
"2022","Deaths","38","Rural areas","Males and females","persons","36"
"2022","Deaths","38","Rural areas","Males","persons","29"
"2022","Deaths","38","Rural areas","Females","persons","7"
"2023","Deaths","38","Rural areas","Males and females","persons","21"
"2023","Deaths","38","Rural areas","Males","persons","15"
"2023","Deaths","38","Rural areas","Females","persons","6"
"2024","Deaths","38","Rural areas","Males and females","persons","35"
"2024","Deaths","38","Rural areas","Males","persons","26"
"2024","Deaths","38","Rural areas","Females","persons","9"
"2015","Deaths","39","Rural areas","Males and females","persons","47"
"2015","Deaths","39","Rural areas","Males","persons","41"
"2015","Deaths","39","Rural areas","Females","persons","6"
"2016","Deaths","39","Rural areas","Males and females","persons","36"
"2016","Deaths","39","Rural areas","Males","persons","27"
"2016","Deaths","39","Rural areas","Females","persons","9"
"2017","Deaths","39","Rural areas","Males and females","persons","36"
"2017","Deaths","39","Rural areas","Males","persons","32"
"2017","Deaths","39","Rural areas","Females","persons","4"
"2018","Deaths","39","Rural areas","Males and females","persons","31"
"2018","Deaths","39","Rural areas","Males","persons","23"
"2018","Deaths","39","Rural areas","Females","persons","8"
"2019","Deaths","39","Rural areas","Males and females","persons","33"
"2019","Deaths","39","Rural areas","Males","persons","28"
"2019","Deaths","39","Rural areas","Females","persons","5"
"2020","Deaths","39","Rural areas","Males and females","persons","35"
"2020","Deaths","39","Rural areas","Males","persons","25"
"2020","Deaths","39","Rural areas","Females","persons","10"
"2021","Deaths","39","Rural areas","Males and females","persons","29"
"2021","Deaths","39","Rural areas","Males","persons","23"
"2021","Deaths","39","Rural areas","Females","persons","6"
"2022","Deaths","39","Rural areas","Males and females","persons","36"
"2022","Deaths","39","Rural areas","Males","persons","32"
"2022","Deaths","39","Rural areas","Females","persons","4"
"2023","Deaths","39","Rural areas","Males and females","persons","31"
"2023","Deaths","39","Rural areas","Males","persons","22"
"2023","Deaths","39","Rural areas","Females","persons","9"
"2024","Deaths","39","Rural areas","Males and females","persons","19"
"2024","Deaths","39","Rural areas","Males","persons","15"
"2024","Deaths","39","Rural areas","Females","persons","4"
"2015","Deaths","40","Rural areas","Males and females","persons","51"
"2015","Deaths","40","Rural areas","Males","persons","38"
"2015","Deaths","40","Rural areas","Females","persons","13"
"2016","Deaths","40","Rural areas","Males and females","persons","47"
"2016","Deaths","40","Rural areas","Males","persons","34"
"2016","Deaths","40","Rural areas","Females","persons","13"
"2017","Deaths","40","Rural areas","Males and females","persons","39"
"2017","Deaths","40","Rural areas","Males","persons","29"
"2017","Deaths","40","Rural areas","Females","persons","10"
"2018","Deaths","40","Rural areas","Males and females","persons","44"
"2018","Deaths","40","Rural areas","Males","persons","33"
"2018","Deaths","40","Rural areas","Females","persons","11"
"2019","Deaths","40","Rural areas","Males and females","persons","26"
"2019","Deaths","40","Rural areas","Males","persons","21"
"2019","Deaths","40","Rural areas","Females","persons","5"
"2020","Deaths","40","Rural areas","Males and females","persons","43"
"2020","Deaths","40","Rural areas","Males","persons","33"
"2020","Deaths","40","Rural areas","Females","persons","10"
"2021","Deaths","40","Rural areas","Males and females","persons","30"
"2021","Deaths","40","Rural areas","Males","persons","25"
"2021","Deaths","40","Rural areas","Females","persons","5"
"2022","Deaths","40","Rural areas","Males and females","persons","27"
"2022","Deaths","40","Rural areas","Males","persons","20"
"2022","Deaths","40","Rural areas","Females","persons","7"
"2023","Deaths","40","Rural areas","Males and females","persons","28"
"2023","Deaths","40","Rural areas","Males","persons","18"
"2023","Deaths","40","Rural areas","Females","persons","10"
"2024","Deaths","40","Rural areas","Males and females","persons","31"
"2024","Deaths","40","Rural areas","Males","persons","25"
"2024","Deaths","40","Rural areas","Females","persons","6"
"2015","Deaths","41","Rural areas","Males and females","persons","47"
"2015","Deaths","41","Rural areas","Males","persons","35"
"2015","Deaths","41","Rural areas","Females","persons","12"
"2016","Deaths","41","Rural areas","Males and females","persons","46"
